,Make,Model,Vehicle_Class,Engine_Size_L_,Cylinders,Transmission,Fuel_Type,Fuel_Consumption_City__L_100_km_,Fuel_Consumption_Hwy__L_100_km_,Fuel_Consumption_Comb__L_100_km_,Fuel_Consumption_Comb__mpg_,CO2_Emissions_g_km_,Engine Size Range
4211,MERCEDES-BENZ,E 400 COUPE,SUBCOMPACT,3.5,6,AS7,Z,11.8,8.3,10.2,28,235,2-4
4212,MERCEDES-BENZ,E 400 COUPE,SUBCOMPACT,3.0,6,AS7,Z,11.8,8.4,10.2,28,239,2-4
4213,JAGUAR,E-PACE P300,SUV - SMALL,2.0,4,AS9,Z,11.2,8.6,10.1,28,236,2-4
4214,CHEVROLET,EQUINOX AWD,SUV - SMALL,2.4,4,A6,X,11.5,8.2,10.0,28,230,2-4
4216,CHEVROLET,EQUINOX AWD,SUV - SMALL,2.4,4,A6,X,11.5,8.2,10.0,28,235,2-4
4217,CHEVROLET,EQUINOX AWD,SUV - SMALL,2.4,4,A6,X,11.5,8.3,10.1,28,237,2-4
4218,BMW,M235i COUPE,SUBCOMPACT,3.0,6,AS8,Z,11.8,8.1,10.2,28,235,2-4
4219,PORSCHE,PANAMERA 4S,FULL-SIZE,2.9,6,AM8,Z,11.3,8.5,10.1,28,235,2-4
4220,JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4,A6,X,11.4,8.7,10.2,28,235,2-4
4222,KIA,Sorento AWD,SUV - SMALL,2.4,4,AS6,X,11.2,9.0,10.2,28,242,2-4
4224,GMC,TERRAIN AWD,SUV - SMALL,2.4,4,A6,X,11.5,8.2,10.0,28,230,2-4
4226,GMC,TERRAIN AWD,SUV - SMALL,2.4,4,A6,X,11.5,8.2,10.0,28,235,2-4
4227,GMC,TERRAIN AWD,SUV - SMALL,2.4,4,A6,X,11.5,8.3,10.1,28,237,2-4
4228,GMC,TERRAIN AWD,SUV - SMALL,2.0,4,A9,Z,11.2,9.0,10.2,28,239,2-4
4229,GMC,Terrain AWD,SUV - SMALL,2.0,4,A9,Z,11.2,9.0,10.2,28,239,2-4
4231,VOLVO,XC60 T5 AWD,SUV - SMALL,2.0,4,AS8,X,11.3,8.4,10.0,28,233,2-4
4232,VOLVO,XC60 T5 AWD,SUV - SMALL,2.0,4,AS8,Z,11.3,8.5,10.0,28,233,2-4
4233,VOLVO,XC60 T6 AWD,SUV - SMALL,2.0,4,AS8,Z,11.4,8.7,10.2,28,240,2-4
4234,VOLVO,XC90 T5 AWD,SUV - STANDARD,2.0,4,AS8,Z,10.8,9.5,10.2,28,239,2-4
4236,VOLVO,XC90 T5 AWD,SUV - STANDARD,2.0,4,AS8,Z,11.3,8.5,10.0,28,233,2-4
4237,BMW,740Li xDRIVE,FULL-SIZE,3.0,6,AS8,Z,11.9,8.1,10.2,28,238,2-4
4238,PORSCHE,911 TARGA 4S,MINICOMPACT,3.0,6,AM7,Z,11.1,8.6,10.0,28,233,2-4
4240,PORSCHE,911 Targa 4S,MINICOMPACT,3.0,6,AM7,Z,11.1,8.6,10.0,28,233,2-4
4241,JEEP,CHEROKEE 4X4,SUV - SMALL,2.4,4,A9,X,11.3,8.3,10.0,28,230,2-4
4243,JEEP,CHEROKEE 4X4,SUV - SMALL,3.2,6,A9,X,11.6,8.5,10.2,28,235,2-4
4244,JEEP,CHEROKEE 4X4,SUV - SMALL,2.4,4,A9,X,11.3,8.3,10.0,28,233,2-4
4245,JEEP,CHEROKEE 4X4,SUV - SMALL,3.2,6,A9,X,11.6,8.5,10.2,28,240,2-4
4246,MERCEDES-BENZ,E 300 4MATIC,MID-SIZE,3.5,6,AS7,Z,11.8,8.2,10.2,28,235,2-4
4247,MERCEDES-BENZ,E 300 4MATIC,MID-SIZE,3.5,6,AS7,Z,11.9,8.2,10.2,28,235,2-4
4248,MERCEDES-BENZ,E 300 4MATIC,MID-SIZE,3.5,6,AS7,Z,11.9,8.2,10.2,28,240,2-4
4249,MERCEDES-BENZ,E 350 4MATIC,MID-SIZE,3.5,6,AS7,Z,11.6,8.1,10.0,28,230,2-4
4250,BUICK,ENVISION AWD,SUV - SMALL,2.5,4,A6,X,11.1,8.6,10.0,28,234,2-4
4251,BUICK,Envision AWD,SUV - SMALL,2.5,4,A6,X,11.1,8.6,10.0,28,234,2-4
4253,BUICK,LACROSSE AWD,MID-SIZE,3.6,6,AS8,X,11.6,8.1,10.0,28,235,2-4
4254,BUICK,LACROSSE AWD,MID-SIZE,3.6,6,AS9,X,11.8,8.0,10.1,28,237,2-4
4255,BUICK,LaCrosse AWD,MID-SIZE,3.6,6,AS9,X,11.7,8.2,10.1,28,238,2-4
4256,BMW,M235i xDRIVE,SUBCOMPACT,3.0,6,AS8,Z,12.0,7.9,10.2,28,238,2-4
4257,MERCEDES-BENZ,METRIS CARGO,SPECIAL PURPOSE VEHICLE,2.0,4,AS7,Z,10.8,9.5,10.2,28,233,2-4
4258,MERCEDES-BENZ,METRIS CARGO,SPECIAL PURPOSE VEHICLE,2.0,4,AS7,Z,11.1,9.1,10.2,28,240,2-4
4259,AUDI,S5 CABRIOLET,SUBCOMPACT,3.0,6,AM8,Z,11.9,8.1,10.2,28,239,2-4
4260,HYUNDAI,Santa Fe AWD,SUV - SMALL,2.4,4,AS8,X,11.2,8.7,10.1,28,237,2-4
4261,HYUNDAI,Santa Fe AWD,SUV - SMALL,2.4,4,AS8,X,11.3,8.8,10.1,28,238,2-4
4262,KIA,Sportage AWD,SUV - SMALL,2.4,4,AS6,X,10.8,9.1,10.0,28,239,2-4
4263,BMW,X3 xDRIVE28i,SUV - SMALL,2.0,4,A8,Z,11.2,8.5,10.0,28,230,2-4
4264,BMW,X3 xDRIVE28i,SUV - SMALL,2.0,4,AS8,Z,11.1,8.5,10.0,28,233,2-4
4265,BMW,X4 xDRIVE28i,SUV - SMALL,2.0,4,AS8,Z,11.7,8.4,10.2,28,235,2-4
4266,BMW,X4 xDRIVE28i,SUV - SMALL,2.0,4,AS8,Z,11.7,8.4,10.2,28,238,2-4
4267,PORSCHE,911 CARRERA 4,MINICOMPACT,3.4,6,AM7,Z,11.6,8.5,10.2,28,235,2-4
4268,PORSCHE,911 CARRERA 4,MINICOMPACT,3.4,6,AM7,Z,11.7,8.5,10.2,28,240,2-4
4269,FORD,FOCUS SFE FFV,COMPACT,2.0,4,A6,E,11.6,8.3,10.1,28,162,2-4
4270,MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,3.0,6,AS6,Z,11.5,8.5,10.2,28,235,2-4
4271,MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,3.0,6,AS6,Z,11.5,8.4,10.1,28,232,2-4
4272,VOLVO,V90 CC T6 AWD,STATION WAGON - MID-SIZE,2.0,4,AS8,Z,11.6,8.1,10.0,28,233,2-4
4273,RAM,1500 ECODIESEL,PICKUP TRUCK - STANDARD,3.0,6,A8,D,11.5,8.4,10.1,28,273,2-4
4274,RAM,1500 ECODIESEL,PICKUP TRUCK - STANDARD,3.0,6,A8,D,11.6,8.4,10.2,28,272,2-4
4275,VOLKSWAGEN,Arteon 4MOTION,FULL-SIZE,2.0,4,AS8,Z,11.5,8.2,10.0,28,234,2-4
4276,MERCEDES-BENZ,GLC 300 4MATIC,SUV - SMALL,2.0,4,A9,Z,11.1,8.5,10.0,28,233,2-4
4277,MERCEDES-BENZ,GLC 300 4MATIC,SUV - SMALL,2.0,4,A9,Z,11.1,8.6,10.0,28,240,2-4
4278,MERCEDES-BENZ,GLC 300 4MATIC,SUV - SMALL,2.0,4,A9,Z,11.0,8.7,10.0,28,234,2-4
4279,HYUNDAI,SANTA FE SPORT,SUV - SMALL,2.4,4,AS6,X,11.1,8.6,10.0,28,235,2-4
4281,VOLKSWAGEN,TIGUAN 4MOTION,SUV - SMALL,2.0,4,AS8,X,11.3,8.8,10.2,28,237,2-4
4282,VOLKSWAGEN,Tiguan 4MOTION,SUV - SMALL,2.0,4,AS8,X,11.5,8.7,10.2,28,241,2-4
4283,CHRYSLER,200 CONVERTIBLE,COMPACT,2.4,4,A4,X,11.7,8.2,10.1,28,232,2-4
4284,MERCEDES-BENZ,E 400 CABRIOLET,SUBCOMPACT,3.5,6,AS7,Z,11.5,8.1,10.0,28,230,2-4
4285,MERCEDES-BENZ,E 400 CABRIOLET,SUBCOMPACT,3.0,6,AS7,Z,11.5,8.1,10.0,28,233,2-4
4287,CHEVROLET,EQUINOX AWD FFV,SUV - SMALL,2.4,4,A6,X,11.5,8.2,10.0,28,230,2-4
4288,CHEVROLET,EQUINOX AWD FFV,SUV - SMALL,2.4,4,A6,X,11.5,8.2,10.0,28,235,2-4
4289,CHEVROLET,EQUINOX AWD FFV,SUV - SMALL,2.4,4,A6,X,11.5,8.3,10.1,28,237,2-4
4290,BMW,M235i CABRIOLET,SUBCOMPACT,3.0,6,AS8,Z,11.8,8.1,10.2,28,235,2-4
4291,JEEP,Wrangler JL 4X4,SUV - SMALL,2.0,4,A8,X,10.5,9.4,10.0,28,233,2-4
4292,JEEP,CHEROKEE 4X4 FFV,SUV - SMALL,2.4,4,A9,X,11.3,8.3,10.0,28,230,2-4
4293,JEEP,CHEROKEE 4X4 FFV,SUV - SMALL,2.4,4,A9,X,11.3,8.3,10.0,28,233,2-4
4294,FORD,F-150 4X4 XL/XLT,PICKUP TRUCK - STANDARD,3.0,6,AS10,D,11.3,8.5,10.0,28,270,2-4
4295,JEEP,NEW WRANGLER 4X4,SUV - SMALL,2.0,4,A8,X,10.5,9.4,10.0,28,233,2-4
4296,BMW,335i xDRIVE SEDAN,COMPACT,3.0,6,AS8,Z,11.9,7.8,10.0,28,230,2-4
4297,BMW,435i xDRIVE COUPE,COMPACT,3.0,6,AS8,Z,11.9,7.8,10.0,28,230,2-4
4298,BMW,435i xDRIVE COUPE,COMPACT,3.0,6,AS8,Z,12.0,7.9,10.2,28,238,2-4
4299,BMW,440i xDrive Coupe,COMPACT,3.0,6,AS8,Z,11.4,8.3,10.0,28,233,2-4
4300,MERCEDES-BENZ,AMG GLA 45 4MATIC,SUV - SMALL,2.0,4,AS7,Z,11.3,8.5,10.0,28,233,2-4
4301,AUDI,TTS COUPE QUATTRO,SUBCOMPACT,2.0,4,AM6,Z,11.7,8.4,10.2,28,235,2-4
4302,AUDI,A4 ALLROAD QUATTRO,STATION WAGON - SMALL,2.0,4,AS8,Z,11.2,8.4,9.9,28,228,2-4
4303,VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,2.5,5,A6,X,11.2,8.7,10.1,28,232,2-4
4304,MERCEDES-BENZ,E 400 4MATIC COUPE,SUBCOMPACT,3.0,6,AS7,Z,11.8,8.4,10.2,28,239,2-4
4305,JEEP,GRAND CHEROKEE 4X4,SUV - STANDARD,3.0,6,A8,D,11.2,8.5,10.0,28,268,2-4
4306,BMW,M235i xDRIVE COUPE,SUBCOMPACT,3.0,6,AS8,Z,11.9,7.8,10.0,28,230,2-4
4307,BMW,M240i xDrive Coupe,SUBCOMPACT,3.0,6,AS8,Z,11.4,8.3,10.0,28,233,2-4
4308,BMW,M340i xDrive Sedan,COMPACT,3.0,6,AS8,Z,11.4,8.3,10.0,28,233,2-4
4309,FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,2.3,4,AS6,X,11.6,8.0,10.0,28,234,2-4
4310,FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,2.3,4,AS6,X,11.8,8.3,10.2,28,239,2-4
4311,FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,2.3,4,M6,X,11.2,8.7,10.1,28,237,2-4
4312,FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,2.3,4,AS10,X,11.8,8.2,10.2,28,238,2-4
4313,AUDI,A5 CABRIOLET QUATTRO,SUBCOMPACT,2.0,4,AS8,Z,11.5,8.1,10.0,28,230,2-4
4314,MERCEDES-BENZ,GLC 300 4MATIC COUPE,SUV - SMALL,2.0,4,A9,Z,11.0,8.7,10.0,28,235,2-4
4315,MERCEDES-BENZ,GLC 300 4MATIC Coupe,SUV - SMALL,2.0,4,A9,Z,10.8,9.0,10.0,28,234,2-4
4316,PORSCHE,PANAMERA 4 EXECUTIVE,FULL-SIZE,3.0,6,AM8,Z,11.3,8.6,10.1,28,235,2-4
4317,FORD,TRANSIT CONNECT TAXI,SPECIAL PURPOSE VEHICLE,1.6,4,AS6,X,11.5,8.3,10.1,28,232,0-2
4318,AUDI,TTS ROADSTER QUATTRO,TWO-SEATER,2.0,4,AM6,Z,11.7,8.5,10.2,28,235,2-4
4319,BMW,435i xDRIVE CABRIOLET,SUBCOMPACT,3.0,6,AS8,Z,11.9,8.1,10.2,28,238,2-4
4320,BMW,440i xDRIVE CABRIOLET,SUBCOMPACT,3.0,6,AS8,Z,11.9,8.1,10.2,28,238,2-4
4321,BMW,440i xDRIVE CABRIOLET,SUBCOMPACT,3.0,6,AS8,Z,11.8,7.9,10.0,28,235,2-4
4322,BMW,440i xDrive Cabriolet,SUBCOMPACT,3.0,6,AS8,Z,11.8,7.9,10.0,28,235,2-4
4323,BMW,640i xDRIVE CABRIOLET,SUBCOMPACT,3.0,6,AS8,Z,11.9,8.1,10.2,28,238,2-4
4324,PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.4,6,AM7,Z,11.6,8.3,10.1,28,232,2-4
4325,PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.4,6,AM7,Z,11.5,8.3,10.1,28,232,2-4
4326,PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.4,6,AM7,Z,11.5,8.4,10.1,28,236,2-4
4327,PORSCHE,PANAMERA 4S EXECUTIVE,FULL-SIZE,2.9,6,AM8,Z,11.3,8.5,10.1,28,235,2-4
4328,FORD,TRANSIT CONNECT WAGON,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,11.7,8.4,10.2,28,235,2-4
4329,BMW,435i xDRIVE GRAN COUPE,COMPACT,3.0,6,AS8,Z,11.9,7.8,10.0,28,230,2-4
4330,BMW,435i xDRIVE GRAN COUPE,COMPACT,3.0,6,AS8,Z,12.0,7.9,10.2,28,238,2-4
4331,BMW,440i xDrive Gran Coupe,COMPACT,3.0,6,AS8,Z,11.4,8.3,10.0,28,233,2-4
4332,BMW,640i xDRIVE GRAN COUPE,COMPACT,3.0,6,A8,Z,11.9,8.0,10.1,28,232,2-4
4333,BMW,640i xDRIVE GRAN COUPE,COMPACT,3.0,6,AS8,Z,11.9,8.1,10.2,28,238,2-4
4334,MERCEDES-BENZ,AMG E 53 4MATIC+ Wagon,STATION WAGON - MID-SIZE,3.0,6,A9,Z,11.5,8.6,10.2,28,239,2-4
4335,BMW,M235i xDRIVE CABRIOLET,SUBCOMPACT,3.0,6,AS8,Z,12.0,7.9,10.2,28,238,2-4
4336,BMW,M240i xDrive Cabriolet,SUBCOMPACT,3.0,6,AS8,Z,11.4,8.3,10.0,28,233,2-4
4337,LAND ROVER,Range Rover Velar P250,SUV - SMALL,2.0,4,AS8,Z,11.2,8.9,10.2,28,238,2-4
4338,VOLVO,S60 INSCRIPTION T5 AWD,COMPACT,2.5,5,AS6,X,11.6,8.2,10.1,28,233,2-4
4339,VOLKSWAGEN,TOUAREG TDI (modified),SUV - STANDARD,3.0,6,AS8,D,11.8,8.1,10.2,28,277,2-4
4341,BMW,335i xDRIVE GRAN TURISMO,FULL-SIZE,3.0,6,A8,Z,11.9,8.0,10.1,28,232,2-4
4342,BMW,335i xDRIVE GRAN TURISMO,FULL-SIZE,3.0,6,AS8,Z,11.9,7.8,10.0,28,230,2-4
4343,BMW,335i xDRIVE GRAN TURISMO,FULL-SIZE,3.0,6,AS8,Z,12.0,7.9,10.2,28,238,2-4
4344,BMW,340i xDRIVE GRAN TURISMO,FULL-SIZE,3.0,6,AS8,Z,11.9,8.1,10.2,28,238,2-4
4345,BMW,340i xDRIVE GRAN TURISMO,FULL-SIZE,3.0,6,AS8,Z,11.8,7.9,10.0,28,235,2-4
4346,PORSCHE,CAYENNE DIESEL (modified),SUV - STANDARD,3.0,6,A8,D,11.8,8.1,10.2,28,277,2-4
4348,FORD,MUSTANG (Performance Pkg),SUBCOMPACT,2.3,4,AS6,X,11.8,8.3,10.2,28,239,2-4
4349,FORD,MUSTANG (Performance Pkg),SUBCOMPACT,2.3,4,AS10,X,11.8,8.1,10.1,28,236,2-4
4350,JEEP,CHEROKEE 4X4 ACTIVE DRIVE I,SUV - SMALL,2.4,4,A9,X,11.3,8.4,10.0,28,235,2-4
4352,JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,2.4,4,A9,X,11.4,8.6,10.1,28,232,2-4
4354,JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,2.4,4,A9,X,11.4,8.6,10.1,28,238,2-4
4355,JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,2.4,4,A9,X,11.4,8.7,10.2,28,240,2-4
4356,JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,2.4,4,A9,X,11.4,8.7,10.2,28,239,2-4
4357,JEEP,Cherokee 4X4 Active Drive II,SUV - SMALL,2.0,4,A9,X,11.5,8.6,10.2,28,240,2-4
4359,JEEP,Grand Cherokee 4X4 EcoDiesel,SUV - STANDARD,3.0,6,A8,D,11.2,8.5,10.0,28,268,2-4
4360,JEEP,CHEROKEE 4X4 ACTIVE DRIVE I FFV,SUV - SMALL,2.4,4,A9,X,11.3,8.4,10.0,28,235,2-4
4361,BMW,M240i xDrive Coupe M Performance,SUBCOMPACT,3.0,6,AS8,Z,11.4,8.3,10.0,28,233,2-4
4362,TOYOTA,86,MINICOMPACT,2.0,4,M6,Z,11.3,8.3,9.9,29,232,2-4
4365,TOYOTA,86,MINICOMPACT,2.0,4,M6,Z,11.2,8.3,9.9,29,232,2-4
4366,VOLKSWAGEN,CC,COMPACT,2.0,4,A6,Z,11.1,7.9,9.7,29,223,2-4
4367,VOLKSWAGEN,CC,COMPACT,2.0,4,M6,Z,11.6,7.7,9.8,29,225,2-4
4368,VOLKSWAGEN,CC,COMPACT,2.0,4,M6,Z,11.4,7.4,9.6,29,221,2-4
4369,AUDI,Q5,SUV - SMALL,2.0,4,AS7,Z,10.4,8.6,9.6,29,226,2-4
4370,AUDI,Q5,SUV - SMALL,2.0,4,AM7,Z,10.9,8.7,9.9,29,230,2-4
4371,AUDI,Q5,SUV - SMALL,2.0,4,AM7,Z,10.7,8.4,9.7,29,226,2-4
4372,AUDI,S3,SUBCOMPACT,2.0,4,AM6,Z,11.0,8.5,9.9,29,232,2-4
4373,AUDI,S3,SUBCOMPACT,2.0,4,AM7,Z,10.6,8.3,9.6,29,223,2-4
4374,AUDI,S4,COMPACT,3.0,6,AM8,Z,11.5,8.0,9.9,29,232,2-4
4375,AUDI,S4,COMPACT,3.0,6,AS8,Z,11.3,8.0,9.8,29,230,2-4
4376,AUDI,S5,SUBCOMPACT,3.0,6,AM8,Z,11.5,8.0,9.9,29,232,2-4
4377,AUDI,S5,SUBCOMPACT,3.0,6,AS8,Z,11.3,8.0,9.8,29,230,2-4
4378,SCION,xB,STATION WAGON - SMALL,2.4,4,AS4,X,10.9,8.6,9.9,29,228,2-4
4379,SCION,xB,STATION WAGON - SMALL,2.4,4,M5,X,10.9,8.6,9.9,29,228,2-4
4380,SCION,xB,STATION WAGON - SMALL,2.4,4,AS4,X,10.9,8.5,9.8,29,225,2-4
4381,SCION,xB,STATION WAGON - SMALL,2.4,4,M5,X,10.8,8.5,9.8,29,225,2-4
4382,CADILLAC,ATS,COMPACT,2.0,4,AS6,Z,11.3,7.5,9.6,29,221,2-4
4383,CADILLAC,ATS,COMPACT,2.0,4,AS6,Z,11.1,7.9,9.7,29,223,2-4
4384,CADILLAC,ATS,COMPACT,3.6,6,AS8,X,11.6,7.9,9.9,29,233,2-4
4385,SUBARU,BRZ,MINICOMPACT,2.0,4,M6,Z,11.0,7.9,9.6,29,221,2-4
4386,SUBARU,BRZ,MINICOMPACT,2.0,4,M6,Z,10.9,7.9,9.6,29,221,2-4
4387,SUBARU,BRZ,MINICOMPACT,2.0,4,M6,Z,10.9,7.9,9.6,29,224,2-4
4388,SUBARU,BRZ,MINICOMPACT,2.0,4,M6,Z,11.1,8.0,9.7,29,228,2-4
4389,SUBARU,BRZ,MINICOMPACT,2.0,4,M6,Z,11.2,8.1,9.8,29,229,2-4
4390,SUBARU,BRZ,MINICOMPACT,2.0,4,M6,Z,11.2,8.3,9.9,29,231,2-4
4391,SUBARU,BRZ,MINICOMPACT,2.0,4,M6,Z,11.2,8.2,9.9,29,231,2-4
4392,CADILLAC,CT4,COMPACT,2.7,4,AS10,Z,11.5,8.0,9.9,29,232,2-4
4393,CADILLAC,CTS,MID-SIZE,2.0,4,AS6,Z,11.5,7.9,9.9,29,228,2-4
4394,CADILLAC,CTS,MID-SIZE,3.6,6,AS8,X,11.6,7.9,9.9,29,233,2-4
4395,VOLKSWAGEN,EOS,SUBCOMPACT,2.0,4,A6,Z,10.9,8.0,9.6,29,221,2-4
4396,ACURA,ILX,COMPACT,2.4,4,M6,Z,11.2,7.7,9.6,29,221,2-4
4397,LINCOLN,MKZ,MID-SIZE,2.0,4,AS6,X,11.2,7.6,9.8,29,230,2-4
4398,VOLVO,S60,COMPACT,2.5,5,AS6,X,11.3,7.8,9.7,29,223,2-4
4399,ACURA,TSX,COMPACT,2.4,4,M6,Z,11.2,8.1,9.8,29,225,2-4
4400,SUBARU,WRX,COMPACT,2.0,4,M6,Z,11.1,8.3,9.8,29,225,2-4
4401,CADILLAC,XT5,SUV - SMALL,2.0,4,AS9,Z,11.0,8.3,9.8,29,227,2-4
4402,BMW,335i,COMPACT,3.0,6,A8,Z,11.4,7.3,9.6,29,221,2-4
4403,BMW,340i,COMPACT,3.0,6,M6,Z,11.6,7.8,9.9,29,231,2-4
4404,BMW,340i,COMPACT,3.0,6,AS8,Z,11.1,7.8,9.6,29,224,2-4
4405,MAZDA,CX-9,SUV - SMALL,2.5,4,AS6,X,10.6,8.4,9.6,29,225,2-4
4408,FORD,EDGE,SUV - SMALL,2.0,4,A6,X,11.3,7.9,9.8,29,225,2-4
4409,FORD,EDGE,SUV - SMALL,2.0,4,AS6,X,11.5,7.8,9.8,29,225,2-4
4410,FORD,EDGE,SUV - SMALL,2.0,4,AS6,X,11.5,7.8,9.8,29,231,2-4
4411,FORD,EDGE,SUV - SMALL,2.0,4,AS6,X,11.5,8.0,9.9,29,233,2-4
4413,FORD,Edge,SUV - SMALL,2.0,4,AS8,X,10.9,8.0,9.6,29,224,2-4
4414,FORD,Edge,SUV - SMALL,2.0,4,A8,X,11.2,8.1,9.8,29,229,2-4
4415,SCION,FR-S,MINICOMPACT,2.0,4,M6,Z,10.9,7.9,9.6,29,221,2-4
4416,SCION,FR-S,MINICOMPACT,2.0,4,M6,Z,10.9,7.9,9.6,29,224,2-4
4417,MAZDA,MX-5,TWO-SEATER,2.0,4,M5,Z,10.5,8.5,9.6,29,221,2-4
4418,MAZDA,MX-5,TWO-SEATER,2.0,4,M6,Z,11.1,8.4,9.9,29,228,2-4
4421,TOYOTA,CAMRY,MID-SIZE,3.5,6,AS6,X,11.1,7.8,9.6,29,221,2-4
4422,TOYOTA,CAMRY,MID-SIZE,3.5,6,AS6,X,11.0,7.8,9.6,29,224,2-4
4423,FORD,F-150,PICKUP TRUCK - STANDARD,3.0,6,AS10,D,11.1,8.3,9.8,29,264,2-4
4424,BMW,M235i,SUBCOMPACT,3.0,6,AS8,Z,11.6,7.7,9.9,29,232,2-4
4425,BUICK,REGAL,MID-SIZE,2.0,4,AS6,Z,11.5,7.9,9.9,29,228,2-4
4426,BUICK,REGAL,MID-SIZE,2.0,4,M6,Z,11.6,7.5,9.8,29,225,2-4
4427,BUICK,REGAL,MID-SIZE,2.0,4,AS6,Z,11.4,7.9,9.8,29,225,2-4
4428,BUICK,REGAL,MID-SIZE,2.0,4,M6,Z,11.6,7.6,9.8,29,225,2-4
4429,BUICK,REGAL,MID-SIZE,2.0,4,AS6,Z,11.4,7.9,9.8,29,231,2-4
4430,BUICK,REGAL,MID-SIZE,2.0,4,M6,Z,11.6,7.6,9.8,29,230,2-4
4431,BUICK,REGAL,MID-SIZE,2.0,4,AS6,Z,11.5,8.0,9.9,29,233,2-4
4432,HONDA,ACCORD,MID-SIZE,3.5,6,AS6,X,11.4,7.3,9.6,29,221,2-4
4433,TOYOTA,AVALON,MID-SIZE,3.5,6,AS6,X,11.3,7.6,9.6,29,221,2-4
4434,TOYOTA,AVALON,MID-SIZE,3.5,6,AS6,X,11.3,7.5,9.6,29,221,2-4
4435,TOYOTA,AVALON,MID-SIZE,3.5,6,AS6,X,11.4,7.6,9.7,29,225,2-4
4436,TOYOTA,AVALON,MID-SIZE,3.5,6,AS6,X,11.4,7.7,9.7,29,226,2-4
4438,GMC,Acadia,SUV - STANDARD,2.0,4,A9,X,11.0,8.3,9.8,29,225,2-4
4439,VOLKSWAGEN,BEETLE,COMPACT,2.5,5,A6,X,10.9,8.4,9.8,29,225,2-4
4440,VOLKSWAGEN,BEETLE,COMPACT,2.5,5,M5,X,11.2,7.7,9.6,29,221,2-4
4441,CHEVROLET,Blazer,SUV - SMALL,2.5,4,A9,X,10.8,8.8,9.9,29,232,2-4
4442,CHEVROLET,Blazer,SUV - SMALL,2.0,4,A9,X,11.0,8.3,9.8,29,225,2-4
4443,CHEVROLET,CAMARO,COMPACT,2.0,4,M6,Z,11.4,7.9,9.8,29,229,2-4
4444,GMC,CANYON,PICKUP TRUCK - SMALL,2.8,4,A6,D,10.8,8.0,9.6,29,257,2-4
4445,PORSCHE,CAYMAN,TWO-SEATER,2.7,6,M6,Z,11.5,7.9,9.9,29,228,2-4
4447,PORSCHE,CAYMAN,TWO-SEATER,2.7,6,M6,Z,11.5,7.9,9.9,29,232,2-4
4448,PORSCHE,CAYMAN,TWO-SEATER,2.0,4,M6,Z,11.0,8.3,9.8,29,229,2-4
4450,PORSCHE,Cayman,TWO-SEATER,2.0,4,M6,Z,11.0,8.3,9.8,29,229,2-4
4451,LEXUS,ES 350,MID-SIZE,3.5,6,AS6,X,11.3,7.6,9.6,29,221,2-4
4452,LEXUS,ES 350,MID-SIZE,3.5,6,AS6,X,11.3,7.5,9.6,29,221,2-4
4453,LEXUS,ES 350,MID-SIZE,3.5,6,AS6,X,11.4,7.6,9.7,29,225,2-4
4454,LEXUS,ES 350,MID-SIZE,3.5,6,AS6,X,11.4,7.7,9.7,29,226,2-4
4456,FORD,ESCAPE,SUV - SMALL,2.0,4,AS6,X,10.9,8.0,9.6,29,221,2-4
4458,FORD,ESCAPE,SUV - SMALL,2.0,4,AS6,X,10.9,7.9,9.6,29,224,2-4
4459,FORD,FUSION,MID-SIZE,2.0,4,AS6,X,11.2,7.6,9.6,29,225,2-4
4460,FORD,FUSION,MID-SIZE,2.5,4,A6,X,11.3,7.5,9.6,29,224,2-4
4462,VOLKSWAGEN,GOLF R,COMPACT,2.0,4,M6,Z,11.1,8.1,9.8,29,227,2-4
4463,VOLKSWAGEN,Golf R,COMPACT,2.0,4,M6,Z,11.4,8.2,9.9,29,232,2-4
4464,CHEVROLET,IMPALA,FULL-SIZE,2.5,4,AS6,X,11.3,7.5,9.6,29,221,2-4
4465,LEXUS,IS 250,COMPACT,2.5,6,AS6,Z,11.2,7.8,9.7,29,223,2-4
4466,LEXUS,IS 250,COMPACT,2.5,6,AS6,Z,11.1,7.8,9.6,29,221,2-4
4467,CHEVROLET,Impala,FULL-SIZE,2.5,4,AS6,X,10.8,8.0,9.6,29,225,2-4
4468,CHEVROLET,MALIBU,MID-SIZE,2.0,4,AS6,Z,11.5,7.9,9.9,29,228,2-4
